area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,area_log,price_log,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price
7420,4,2,3,1,0,0,0,1,2,1,8.911934336161426,16.40327459319198,0,0,13300000
8960,4,4,4,1,0,0,0,1,3,0,9.100525505968976,16.32103649495501,0,0,12250000
9960,3,2,2,1,0,1,0,0,2,1,9.206332350578643,16.32103649495501,1,0,12250000
7500,4,2,2,1,0,1,0,1,3,1,8.922658299524402,16.31817526267398,0,0,12215000
7420,4,1,2,1,1,1,0,1,2,0,8.911934336161426,16.25000072183826,0,0,11410000
7500,3,3,1,1,0,1,0,1,2,1,8.922658299524402,16.199675637950744,1,0,10850000
8580,4,3,4,1,0,0,0,1,2,1,9.057189192482008,16.13298426345207,1,0,10150000
16200,5,3,2,1,0,0,0,0,0,0,9.692766521220475,16.13298426345207,0,1,10150000
8100,4,1,2,1,1,1,0,1,2,1,8.99961934066053,16.105010411409665,0,0,9870000
5750,3,2,4,1,1,0,0,1,1,1,8.656955133791396,16.0978929436408,0,1,9800000
13200,3,1,2,1,0,1,0,1,2,1,9.487972108574462,16.0978929436408,0,0,9800000
6000,4,3,2,1,1,1,1,0,2,0,8.699514748210191,16.08567575970221,1,0,9681000
6550,4,2,2,1,0,0,0,1,1,1,8.787220328629298,16.04659964925325,1,0,9310000
3500,4,2,2,1,0,0,1,0,2,0,8.160518247477505,16.039052443617866,0,0,9240000
7800,3,2,2,1,0,0,0,0,0,1,8.961879012677683,16.039052443617866,1,0,9240000
6000,4,1,2,1,0,1,0,0,2,0,8.699514748210191,16.02378497148708,1,0,9100000
6600,4,2,2,1,1,1,0,1,1,1,8.794824928014517,16.02378497148708,0,1,9100000
8500,3,2,4,1,0,0,0,1,2,0,9.047821442478408,16.008280784951115,0,0,8960000
4600,3,2,2,1,1,0,0,1,2,0,8.433811582477187,16.00043760749009,0,0,8890000
6420,3,2,2,1,0,0,0,1,1,1,8.767173396684006,15.99649282919907,1,0,8855000
4320,3,1,2,1,0,1,1,0,2,0,8.371010681238156,15.984564258333798,1,0,8750000
7155,3,2,1,1,1,1,0,1,2,0,8.875566691990551,15.976532086636533,0,1,8680000
8050,3,1,1,1,1,1,0,1,1,0,8.99342737041261,15.972491677099528,0,0,8645000
4560,3,2,2,1,1,1,0,1,1,0,8.425077902508432,15.972491677099528,0,0,8645000
8800,3,2,2,1,0,0,0,1,2,0,9.082507000466299,15.964361551016278,0,0,8575000
6540,4,2,2,1,1,1,0,1,2,1,8.785692444451245,15.960271565764753,0,0,8540000
6000,3,2,4,1,1,1,0,1,0,1,8.699514748210191,15.951214278652243,1,0,8463000
8875,3,1,1,1,0,0,0,0,1,0,9.090993614343617,15.943742263813542,1,0,8400000
7950,5,2,2,1,0,1,1,0,2,0,8.980927207648378,15.943742263813542,0,1,8400000
5500,4,2,2,1,0,1,0,1,1,1,8.612503371220562,15.943742263813542,1,0,8400000
7475,3,2,4,1,0,0,0,1,2,0,8.919319398258887,15.943742263813542,0,1,8400000
7000,3,1,4,1,0,0,0,1,2,0,8.85366542803745,15.943742263813542,1,0,8400000
4880,4,2,2,1,0,0,0,1,1,1,8.492900498847193,15.931163481606681,0,0,8295000
5960,3,3,2,1,1,1,0,0,1,0,8.692825760059396,15.918424455829252,0,1,8190000
6840,5,1,2,1,1,1,0,1,1,0,8.830543010616596,15.90984071213786,0,0,8120000
7000,3,2,4,1,0,0,0,1,2,0,8.85366542803745,15.90501876036436,0,0,8080940
7482,3,2,3,1,0,0,1,0,1,1,8.920255414908091,15.900312705886206,0,0,8043000
9000,4,2,4,1,0,0,0,1,2,0,9.104979856318357,15.892448969425992,0,0,7980000
6000,3,1,4,1,1,0,0,1,2,0,8.699514748210191,15.890253578862556,0,1,7962500
6000,4,2,4,1,0,0,0,1,1,0,8.699514748210191,15.883638339743836,1,0,7910000
6550,3,1,2,1,0,1,0,1,0,1,8.787220328629298,15.879203742675971,0,0,7875000
6360,3,2,4,1,0,0,0,1,0,1,8.757783656334167,15.87474939232659,0,0,7840000
6480,3,2,4,1,0,0,0,1,2,0,8.776475789346321,15.856730886823913,0,1,7700000
6000,4,2,4,1,0,0,0,0,2,0,8.699514748210191,15.856730886823913,1,0,7700000
6000,4,2,4,1,0,0,0,1,1,0,8.699514748210191,15.838381748155715,0,0,7560000
6000,3,2,3,1,0,0,0,1,0,0,8.699514748210191,15.838381748155715,1,0,7560000
6000,3,2,4,1,0,0,0,1,1,0,8.699514748210191,15.833741368599213,0,0,7525000
6600,3,1,4,1,0,0,0,1,3,1,8.794824928014517,15.829079355493402,0,0,7490000
4300,3,2,2,1,0,1,0,0,1,0,8.366370301681654,15.824395506180975,0,1,7455000
7440,3,2,1,1,1,1,0,1,0,1,8.914626127827137,15.819689615143563,1,0,7420000
7440,3,2,4,1,0,0,0,0,1,1,8.914626127827137,15.819689615143563,0,1,7420000
6325,3,1,4,1,0,0,0,1,1,0,8.752265313595721,15.819689615143563,0,1,7420000
6000,4,2,4,1,1,0,0,1,1,0,8.699514748210191,15.81021087118902,0,0,7350000
5150,3,2,4,1,0,0,0,1,2,0,8.546751993657782,15.81021087118902,1,0,7350000
6000,3,2,2,1,1,0,0,1,1,0,8.699514748210191,15.81021087118902,1,0,7350000
6000,3,1,2,1,0,0,0,1,1,0,8.699514748210191,15.81021087118902,0,1,7350000
11440,4,1,2,1,0,1,0,0,1,1,9.344871264933788,15.809258036433748,1,0,7343000
9000,4,2,4,1,1,0,0,1,1,1,9.104979856318357,15.79582213373692,0,0,7245000
7680,4,2,4,1,1,0,0,1,1,0,8.946374826141717,15.790979509261131,1,0,7210000
6000,3,2,4,1,1,0,0,1,1,0,8.699514748210191,15.790979509261131,0,0,7210000
6000,3,2,2,1,1,0,0,0,1,0,8.699514748210191,15.781223334315767,1,0,7140000
8880,2,1,1,1,0,0,0,1,1,0,9.091556835986216,15.771371037872756,1,0,7070000
6240,4,2,2,1,0,0,0,1,1,0,8.738735461363474,15.771371037872756,0,0,7070000
6360,4,2,3,1,0,0,0,1,2,1,8.757783656334167,15.766408248530626,0,0,7035000
11175,3,1,1,1,0,1,0,1,1,1,9.32143441948177,15.761420707019587,0,0,7000000
8880,3,2,2,1,0,1,0,1,1,0,9.091556835986216,15.751370371166086,0,0,6930000
13200,2,1,1,1,0,1,1,0,1,0,9.487972108574462,15.751370371166086,0,0,6930000
7700,3,2,1,1,0,0,0,0,2,0,8.948975607841776,15.74630706920954,0,1,6895000
6000,3,1,1,1,0,0,0,1,1,0,8.699514748210191,15.741217999702068,0,0,6860000
12090,4,2,2,1,0,0,0,0,2,1,9.400133943608838,15.730961499534878,0,0,6790000
4000,3,2,2,1,0,1,0,1,0,1,8.294049640102028,15.730961499534878,1,0,6790000
6000,4,2,4,1,0,0,0,1,0,0,8.699514748210191,15.725793529376435,0,1,6755000
5020,3,1,4,1,0,0,0,1,0,1,8.521185212685776,15.720598712499333,0,1,6720000
6600,2,2,4,1,0,1,0,0,0,1,8.794824928014517,15.71537676851818,0,0,6685000
4040,3,1,2,1,0,1,1,0,1,0,8.303999970955196,15.710127412632037,0,0,6650000
4260,4,2,2,1,0,0,1,0,0,0,8.357024439263416,15.710127412632037,1,0,6650000
6420,3,2,3,1,0,0,0,1,0,1,8.767173396684006,15.710127412632037,0,0,6650000
6500,3,2,3,1,0,0,0,1,0,1,8.779557455883728,15.710127412632037,0,0,6650000
5700,3,1,1,1,1,1,0,1,2,1,8.648221453822641,15.710127412632037,0,0,6650000
6000,3,2,3,1,1,0,0,1,0,0,8.699514748210191,15.710127412632037,0,0,6650000
6000,3,1,2,1,0,0,1,0,1,1,8.699514748210191,15.70696452122353,1,0,6629000
4000,3,2,2,1,0,1,0,1,1,0,8.294049640102028,15.704850355531192,1,0,6615000
10500,3,2,1,1,0,1,0,1,1,1,9.259130536145614,15.704850355531192,0,0,6615000
6000,3,2,4,1,0,0,0,1,0,0,8.699514748210191,15.6995453033015,1,0,6580000
3760,3,1,2,1,0,0,1,0,2,0,8.23217423638394,15.688850014184752,1,0,6510000
8250,3,2,3,1,0,0,0,1,0,0,9.017968479328726,15.688850014184752,0,0,6510000
6670,3,1,3,1,0,1,0,0,0,1,8.80537513890967,15.688850014184752,0,1,6510000
3960,3,1,1,1,0,1,0,0,2,0,8.283999304248526,15.683459165549875,1,0,6475000
7410,3,1,1,1,1,1,0,1,2,1,8.910585718290132,15.683459165549875,0,1,6475000
8580,5,3,2,1,0,0,0,0,2,0,9.057189192482008,15.678039098080536,0,0,6440000
5000,3,1,2,1,0,0,0,1,0,0,8.517193191416238,15.678039098080536,1,0,6440000
6750,2,1,1,1,1,1,0,0,2,1,8.817297783866575,15.674772900293915,0,0,6419000
4800,3,2,4,1,1,0,0,1,0,0,8.476371196895983,15.672589493312971,0,0,6405000
7200,3,2,1,1,0,1,0,1,3,0,8.881836305004146,15.65606019136176,1,0,6300000
6000,4,2,4,1,0,0,0,0,1,0,8.699514748210191,15.65606019136176,1,0,6300000
4100,3,2,3,1,0,0,0,1,2,0,8.318742252692399,15.65606019136176,1,0,6300000
9000,3,1,1,1,0,1,0,0,1,1,9.104979856318357,15.65606019136176,0,0,6300000
6400,3,1,1,1,1,1,0,1,1,1,8.764053269347762,15.65606019136176,1,0,6300000
6600,3,2,3,1,0,0,0,1,0,1,8.794824928014517,15.65494846250907,0,1,6293000
6000,4,1,3,1,1,1,0,0,0,1,8.699514748210191,15.650489146312307,0,1,6265000
6600,3,2,1,1,0,1,0,1,0,1,8.794824928014517,15.644886890763637,0,1,6230000
5500,3,1,3,1,0,0,0,0,1,1,8.612503371220562,15.644886890763637,0,1,6230000
5500,3,2,4,1,1,0,0,1,1,0,8.612503371220562,15.63925307304538,1,0,6195000
6350,3,2,3,1,1,0,0,1,0,0,8.756210091886738,15.63925307304538,0,0,6195000
5500,3,2,1,1,1,1,0,0,2,1,8.612503371220562,15.63925307304538,0,0,6195000
4500,3,1,4,1,0,0,0,1,0,0,8.411832675758411,15.633587335509702,0,1,6160000
5450,4,2,1,1,0,1,0,1,0,1,8.60337088765729,15.633587335509702,1,0,6160000
6420,3,1,3,1,0,1,0,0,0,1,8.767173396684006,15.627889314395064,0,1,6125000
3240,4,1,3,1,0,0,0,0,1,0,8.083328608786376,15.625028082114033,1,0,6107500
6615,4,2,2,1,1,0,1,0,1,0,8.797095076549056,15.622158639686079,1,0,6090000
6600,3,1,1,1,1,1,0,0,2,1,8.794824928014517,15.622158639686079,1,0,6090000
8372,3,1,3,1,0,0,0,1,2,0,9.03264808356589,15.622158639686079,0,1,6090000
4300,6,2,2,1,0,0,0,0,0,0,8.366370301681654,15.621008553302842,0,0,6083000
9620,3,1,1,1,0,1,0,0,2,1,9.171599543659752,15.621008553302842,0,0,6083000
6800,2,1,1,1,1,1,0,0,2,0,8.824677891164198,15.610597817285004,0,0,6020000
8000,3,1,1,1,1,1,0,1,2,1,8.987196820661973,15.610597817285004,1,0,6020000
6900,3,2,1,1,1,1,0,0,0,1,8.83927669058535,15.610597817285004,0,1,6020000
3700,4,1,2,1,1,0,0,1,0,0,8.216088098632316,15.598901777521812,0,0,5950000
6420,3,1,1,1,0,1,0,1,0,1,8.767173396684006,15.598901777521812,0,0,5950000
7020,3,1,1,1,0,1,0,1,2,1,8.856518497019858,15.598901777521812,1,0,5950000
6540,3,1,1,1,1,1,0,0,2,1,8.785692444451245,15.598901777521812,0,0,5950000
7231,3,1,2,1,1,1,0,1,0,1,8.886132618174951,15.598901777521812,1,0,5950000
6254,4,2,1,1,0,1,0,0,1,1,8.740976538017787,15.598901777521812,1,0,5950000
7320,4,2,2,1,0,0,0,0,0,0,8.898365606955357,15.598901777521812,0,0,5950000
6525,3,2,4,1,0,0,0,0,1,0,8.783396232190894,15.598901777521812,0,0,5950000
15600,3,1,1,1,0,0,0,1,2,0,9.655026193237628,15.597724614348797,1,0,5943000
7160,3,1,1,1,0,1,0,0,2,1,8.87626525995469,15.58706731987481,0,1,5880000
6500,3,2,3,1,0,0,0,1,0,0,8.779557455883728,15.58706731987481,0,1,5880000
5500,3,1,3,1,1,0,0,1,1,0,8.612503371220562,15.585876134504657,0,0,5873000
11460,3,1,3,1,0,0,0,0,2,1,9.346617990268731,15.585876134504657,1,0,5873000
4800,3,1,1,1,1,1,0,0,0,0,8.476371196895983,15.584683528519534,0,1,5866000
5828,4,1,4,1,1,0,0,0,0,0,8.670429167315095,15.575091128828094,1,0,5810000
5200,3,1,3,1,0,0,0,1,0,0,8.556413904569519,15.575091128828094,1,0,5810000
4800,3,1,3,1,0,0,0,1,0,0,8.476371196895983,15.575091128828094,0,1,5810000
7000,3,1,1,1,0,1,0,0,2,1,8.85366542803745,15.573885583172745,1,0,5803000
6000,3,2,4,1,0,0,0,1,0,0,8.699514748210191,15.569048814372131,0,1,5775000
5400,4,2,2,1,0,0,0,1,2,0,8.594154232552366,15.56296976829575,0,1,5740000
4640,4,1,2,1,0,0,0,0,1,0,8.442469645220301,15.56296976829575,1,0,5740000
5000,3,1,3,1,0,0,0,1,0,0,8.517193191416238,15.56296976829575,1,0,5740000
6360,3,1,1,1,1,1,0,1,2,1,8.757783656334167,15.56296976829575,0,0,5740000
5800,3,2,4,1,0,0,0,1,0,0,8.66561319653451,15.56296976829575,0,1,5740000
6660,4,2,2,1,1,1,0,0,1,1,8.803874763534434,15.547608483134262,1,0,5652500
10500,4,2,2,1,0,0,0,0,1,0,9.259130536145614,15.538277155705378,1,0,5600000
4800,5,2,3,0,0,1,1,0,0,0,8.476371196895983,15.538277155705378,0,1,5600000
4700,4,1,2,1,1,1,0,1,1,0,8.45531778769815,15.538277155705378,0,0,5600000
5000,3,1,4,1,0,0,0,0,0,0,8.517193191416238,15.538277155705378,0,0,5600000
10500,2,1,1,1,0,0,0,0,1,0,9.259130536145614,15.538277155705378,1,0,5600000
5500,3,2,2,1,0,0,0,0,1,0,8.612503371220562,15.538277155705378,1,0,5600000
6360,3,1,3,1,0,0,0,0,0,1,8.757783656334167,15.538277155705378,1,0,5600000
6600,4,2,1,1,0,1,0,0,0,1,8.794824928014517,15.538277155705378,1,0,5600000
5136,3,1,2,1,1,1,0,1,0,1,8.544029845369797,15.538277155705378,0,1,5600000
4400,4,1,2,1,0,0,0,1,2,1,8.389359819906353,15.532007542691781,1,0,5565000
5400,5,1,2,1,1,1,0,1,0,1,8.594154232552366,15.532007542691781,0,0,5565000
3300,3,3,2,1,0,1,0,0,0,0,8.101677747454572,15.525698373498518,1,0,5530000
3650,3,2,2,1,0,0,0,0,2,0,8.202482446576537,15.525698373498518,1,0,5530000
6100,3,2,1,1,0,1,0,0,2,1,8.716044050161402,15.525698373498518,0,0,5530000
6900,3,1,1,1,1,1,0,0,0,1,8.83927669058535,15.524431748883325,1,0,5523000
2817,4,2,2,0,1,1,0,0,1,0,7.943427767876373,15.51934914581986,0,0,5495000
7980,3,1,1,1,0,0,0,0,2,0,8.984693690443855,15.51934914581986,1,0,5495000
3150,3,2,1,1,1,1,0,1,0,0,8.055157731819678,15.512959347721088,0,0,5460000
6210,4,1,4,1,1,0,0,1,0,0,8.733916174927524,15.512959347721088,0,0,5460000
6100,3,1,3,1,1,0,0,1,0,1,8.716044050161402,15.512959347721088,1,0,5460000
6600,4,2,2,1,1,1,0,0,0,1,8.794824928014517,15.512959347721088,1,0,5460000
6825,3,1,1,1,1,1,0,1,0,1,8.82834762005316,15.506528457390797,1,0,5425000
6710,3,2,2,1,1,1,0,0,1,1,8.811354229965728,15.50005594288518,0,0,5390000
6450,3,2,1,1,1,1,1,0,0,0,8.771835409789817,15.498756397543094,0,1,5383000
7800,3,1,1,1,0,1,0,1,2,1,8.961879012677683,15.486983861317826,0,1,5320000
4600,2,2,1,1,0,0,0,1,2,0,8.433811582477187,15.480383177286475,1,0,5285000
4260,4,1,2,1,0,1,0,1,0,0,8.357024439263416,15.473738634567807,0,0,5250000
6540,4,2,2,0,0,0,0,1,0,0,8.785692444451245,15.473738634567807,1,0,5250000
5500,3,2,1,1,0,1,0,0,0,0,8.612503371220562,15.473738634567807,1,0,5250000
10269,3,1,1,1,0,0,0,0,1,1,9.236884927198295,15.473738634567807,1,0,5250000
8400,3,1,2,1,1,1,0,1,2,1,9.035986984831405,15.473738634567807,0,1,5250000
5300,4,2,1,1,0,0,0,1,0,1,8.575462099540212,15.473738634567807,0,1,5250000
3800,3,1,2,1,1,1,0,0,1,1,8.242756345714477,15.473738634567807,0,1,5250000
9800,4,2,2,1,1,0,0,0,2,0,9.190137664658664,15.473738634567807,1,0,5250000
8520,3,1,1,1,0,0,0,1,2,0,9.050171619823361,15.473738634567807,0,0,5250000
6050,3,1,1,1,0,1,0,0,0,1,8.707813551024888,15.47240441155467,1,0,5243000
7085,3,1,1,1,1,1,0,0,2,1,8.865735152124781,15.469730613170269,1,0,5229000
3180,3,2,2,1,0,0,0,0,2,0,8.064636475774222,15.46704964641701,1,0,5215000
4500,4,2,1,0,0,1,0,1,2,0,8.411832675758411,15.46704964641701,1,0,5215000
7200,3,1,2,1,1,1,0,0,1,1,8.881836305004146,15.46704964641701,0,0,5215000
3410,3,1,2,0,0,0,0,1,0,0,8.134467570277563,15.453535927250288,1,0,5145000
7980,3,1,1,1,0,0,0,0,1,1,8.984693690443855,15.453535927250288,1,0,5145000
3000,3,2,2,1,1,1,0,0,0,0,8.006367567650246,15.446709962179888,0,0,5110000
3000,3,1,2,1,0,1,0,0,0,0,8.006367567650246,15.446709962179888,0,1,5110000
11410,2,1,2,1,0,0,0,0,0,1,9.342245442856122,15.446709962179888,0,0,5110000
6100,3,1,1,1,0,1,0,1,0,1,8.716044050161402,15.446709962179888,1,0,5110000
5720,2,1,2,1,0,0,0,1,0,1,8.651724084373843,15.439837082892126,0,1,5075000
3540,2,1,1,0,1,1,0,0,0,0,8.17188200612782,15.432916640047551,1,0,5040000
7600,4,1,2,1,0,0,0,1,2,0,8.935903526274423,15.432916640047551,0,0,5040000
10700,3,1,2,1,1,1,0,0,0,0,9.277999020449997,15.432916640047551,1,0,5040000
6600,3,1,1,1,1,1,0,0,0,1,8.794824928014517,15.432916640047551,0,0,5040000
4800,2,1,1,1,1,1,0,0,0,0,8.476371196895983,15.431526785758496,1,0,5033000
8150,3,2,1,1,1,1,0,0,0,0,9.005773206234908,15.425947970731459,1,0,5005000
4410,4,3,2,1,0,1,0,0,2,0,8.391629968440892,15.418930398072812,1,0,4970000
7686,3,1,1,1,1,1,1,0,0,0,8.94715577112479,15.418930398072812,1,0,4970000
2800,3,2,2,0,0,1,0,1,1,0,7.937374696163295,15.41610952173117,1,0,4956000
5948,3,1,2,1,0,0,0,1,0,0,8.690810307580046,15.411863230849718,1,0,4935000
4200,3,1,2,1,0,0,0,0,1,0,8.34283980427146,15.40617331507204,0,0,4907000
4520,3,1,2,1,0,1,0,1,0,0,8.416267272826277,15.404745763080856,1,0,4900000
4095,3,1,2,0,1,1,0,1,0,0,8.31752199628717,15.404745763080856,1,0,4900000
4120,2,1,1,1,0,1,0,0,1,0,8.323608442343572,15.404745763080856,1,0,4900000
5400,4,1,2,1,0,0,0,0,0,0,8.594154232552366,15.404745763080856,1,0,4900000
4770,3,1,1,1,1,1,0,0,0,0,8.470101583882387,15.404745763080856,1,0,4900000
6300,3,1,1,1,0,0,0,1,2,0,8.748304912379623,15.404745763080856,1,0,4900000
5800,2,1,1,1,1,1,0,1,0,0,8.66561319653451,15.404745763080856,1,0,4900000
3000,3,1,2,1,0,1,0,1,0,0,8.006367567650246,15.404745763080856,1,0,4900000
2970,3,1,3,1,0,0,0,0,0,0,7.996317231796746,15.404745763080856,1,0,4900000
6720,3,1,1,1,0,0,0,0,0,0,8.812843433517195,15.404745763080856,0,1,4900000
4646,3,1,2,1,1,1,0,0,2,0,8.443761913330354,15.404745763080856,1,0,4900000
12900,3,1,1,1,0,0,0,0,2,0,9.464982590349763,15.404745763080856,0,0,4900000
3420,4,2,2,1,0,1,0,1,2,0,8.13739583005665,15.40331617027126,1,0,4893000
4995,4,2,1,1,0,1,0,0,0,0,8.516192691082654,15.40331617027126,1,0,4893000
4350,2,1,1,1,0,1,0,0,0,0,8.37793112408273,15.397577273602243,0,1,4865000
4160,3,1,3,1,0,0,0,0,0,0,8.333270353255308,15.390357025628756,0,1,4830000
6040,3,1,1,1,0,0,0,0,2,1,8.706159290928861,15.390357025628756,1,0,4830000
6862,3,1,2,1,0,0,0,1,2,1,8.833754223418396,15.390357025628756,0,0,4830000
4815,2,1,1,1,0,0,0,1,0,1,8.479491324232226,15.390357025628756,1,0,4830000
7000,3,1,2,1,0,1,0,0,0,0,8.85366542803745,15.383084266299676,0,1,4795000
8100,4,1,4,1,0,1,0,1,2,0,8.99961934066053,15.383084266299676,1,0,4795000
3420,4,2,2,1,0,0,0,0,0,0,8.13739583005665,15.377227734186963,1,0,4767000
9166,2,1,1,1,0,1,0,1,2,0,9.123256265069069,15.375758226207603,1,0,4760000
6321,3,1,2,1,0,1,0,1,1,0,8.751632702472298,15.375758226207603,0,0,4760000
10240,2,1,1,1,0,0,0,1,2,1,9.234056898593499,15.375758226207603,0,1,4760000
6440,2,1,1,1,0,0,0,1,3,0,8.770283819098399,15.374286555596147,1,0,4753000
5170,3,1,4,1,0,0,0,1,0,0,8.550627967502475,15.360943140422462,1,0,4690000
6000,2,1,1,1,0,1,0,1,1,0,8.699514748210191,15.360943140422462,0,0,4690000
3630,3,1,2,1,0,0,0,0,2,0,8.196987927258897,15.360943140422462,1,0,4690000
9667,4,2,2,1,1,1,0,0,1,0,9.176473302464606,15.360943140422462,1,0,4690000
5400,2,1,2,1,0,0,0,0,0,1,8.594154232552366,15.360943140422462,1,0,4690000
4320,3,1,1,1,0,0,0,0,0,1,8.371010681238156,15.360943140422462,1,0,4690000
3745,3,1,2,1,0,1,0,0,0,0,8.22817689595132,15.353452468693305,0,0,4655000
4160,3,1,1,1,1,1,0,1,0,0,8.333270353255308,15.345905263057922,0,1,4620000
3880,3,2,2,1,0,1,0,0,2,0,8.263590432617319,15.345905263057922,1,0,4620000
5680,3,1,2,1,1,0,0,1,1,0,8.644706511715198,15.345905263057922,1,0,4620000
2870,2,1,2,1,1,1,0,0,0,1,7.962067308753666,15.345905263057922,1,0,4620000
5010,3,1,2,1,0,1,0,0,0,0,8.51919119407891,15.345905263057922,1,0,4620000
4510,4,2,2,1,0,1,0,0,0,0,8.414052432496725,15.344388962539957,1,0,4613000
4000,3,1,2,1,0,0,0,0,1,0,8.294049640102028,15.338300663672703,0,0,4585000
3840,3,1,2,1,0,0,0,0,1,1,8.253227645581772,15.338300663672703,1,0,4585000
3760,3,1,1,1,0,0,0,0,2,0,8.23217423638394,15.330637790927133,1,0,4550000
3640,3,1,2,1,0,0,0,1,0,0,8.199738960630786,15.330637790927133,0,0,4550000
2550,3,1,2,1,0,1,0,0,0,0,7.843848638152472,15.330637790927133,0,0,4550000
5320,3,1,2,1,1,1,0,0,0,1,8.57922858233569,15.330637790927133,1,0,4550000
5360,3,1,2,1,0,0,0,0,2,1,8.586719254064848,15.330637790927133,0,1,4550000
3520,3,1,1,1,0,0,0,0,0,1,8.166216268592143,15.330637790927133,1,0,4550000
8400,4,1,4,1,0,0,0,0,3,0,9.035986984831405,15.330637790927133,0,1,4550000
4100,2,2,1,1,1,1,0,0,0,0,8.318742252692399,15.32909814474154,1,0,4543000
4990,4,2,2,1,1,1,0,0,0,1,8.515191188745565,15.32909814474154,0,0,4543000
3510,3,1,3,1,0,0,0,0,0,0,8.163371316459912,15.322915744833223,1,0,4515000
3450,3,1,2,1,0,1,0,0,1,0,8.146129510025405,15.322915744833223,1,0,4515000
9860,3,1,1,1,0,0,0,0,0,0,9.19624144759668,15.322915744833223,1,0,4515000
3520,2,1,2,1,0,0,0,0,0,1,8.166216268592143,15.322915744833223,0,0,4515000
4510,4,1,2,1,0,0,0,1,2,0,8.414052432496725,15.315133604391168,1,0,4480000
5885,2,1,1,1,0,0,0,1,1,0,8.680162019694377,15.315133604391168,0,1,4480000
4000,3,1,2,1,0,0,0,0,2,0,8.294049640102028,15.315133604391168,0,0,4480000
8250,3,1,1,1,0,0,0,0,0,0,9.017968479328726,15.315133604391168,0,0,4480000
4040,3,1,2,1,0,0,0,0,1,0,8.303999970955196,15.315133604391168,1,0,4480000
6360,2,1,1,1,0,1,0,1,1,0,8.757783656334167,15.313569882414985,0,0,4473000
3162,3,1,2,1,0,0,0,1,1,0,8.058960017769417,15.313569882414985,0,0,4473000
3510,3,1,2,1,0,0,0,0,0,0,8.163371316459912,15.313569882414985,1,0,4473000
3750,2,1,1,1,1,1,0,0,0,0,8.229511118964457,15.307290426930143,1,0,4445000
3968,3,1,2,0,0,0,0,0,0,0,8.286017468404763,15.299385247423029,1,0,4410000
4900,2,1,2,1,0,1,0,0,0,0,8.496990484098719,15.299385247423029,1,0,4410000
2880,3,1,2,1,0,0,0,0,0,1,7.965545573129992,15.297796684737891,1,0,4403000
4880,3,1,1,1,0,0,0,0,2,1,8.492900498847193,15.297796684737891,0,1,4403000
4920,3,1,2,1,0,0,0,0,1,0,8.501063809486354,15.297796684737891,1,0,4403000
4950,4,1,2,1,0,0,0,1,0,0,8.507142855562735,15.29301579913755,1,0,4382000
3900,3,1,2,1,0,0,0,0,0,0,8.268731832117737,15.291417077773852,0,1,4375000
4500,3,2,3,1,0,0,1,0,1,0,8.411832675758411,15.283384906076588,0,0,4340000
